date,month,year,quarter,category,description,amount,type,payment_method,notes
2023-04-19,2023-04,2023,Q2,Utilities,Phone Bill,193.09,Expense,Digital Wallet,
2024-09-22,2024-09,2024,Q3,Income,Monthly Salary,4748.537640038356,Income,Bank Transfer,
2024-09-29,2024-09,2024,Q3,Transport,Parking,59.48,Expense,Debit Card,
2023-04-12,2023-04,2023,Q2,Entertainment,Spotify,153.58,Expense,Cash,
2024-03-07,2024-03,2024,Q1,Utilities,Internet,132.36,Expense,Credit Card,
2023-02-10,2023-02,2023,Q1,Entertainment,Games,74.84,Expense,Bank Transfer,
2023-03-10,2023-03,2023,Q1,Education,Online Course,294.99,Expense,Bank Transfer,
2024-02-08,2024-02,2024,Q1,Housing,Home Insurance,1862.62,Expense,Digital Wallet,
2024-12-07,2024-12,2024,Q4,Food,Coffee Shop,97.9,Expense,Digital Wallet,
2024-04-09,2024-04,2024,Q2,Housing,Property Tax,1937.17,Expense,Credit Card,
2023-11-28,2023-11,2023,Q4,Transport,Public Transit,147.73,Expense,Cash,
2024-07-21,2024-07,2024,Q3,Transport,Uber/Grab,376.91,Expense,Bank Transfer,
2023-09-29,2023-09,2023,Q3,Housing,Monthly Rent,2440.8,Expense,Credit Card,
2024-08-12,2024-08,2024,Q3,Food,Restaurant,210.01,Expense,,
2023-03-04,2023-03,2023,Q1,Transport,Car Insurance,380.66,Expense,Digital Wallet,
2024-08-20,2024-08,2024,Q3,Transport,Public Transit,340.17,Expense,Credit Card,
2024-03-26,2024-03,2024,Q1,Education,Tuition,410.9,Expense,Bank Transfer,
2024-09-20,2024-09,2024,Q3,Housing,Monthly Rent,1581.26,Expense,Bank Transfer,
2024-02-10,2024-02,2024,Q1,Food,Grocery Store,62.85,Expense,Cash,
2023-07-16,2023-07,2023,Q3,Housing,Home Insurance,6765.847015122821,Expense,Debit Card,
2023-06-22,2023-06,2023,Q2,Food,Grocery Store,41.62,Expense,Credit Card,
2023-09-03,2023-09,2023,Q3,Shopping,Clothing Store,166.14,Expense,Digital Wallet,
2024-08-02,2024-08,2024,Q3,Utilities,Electricity Bill,260.25,Expense,Digital Wallet,
2023-09-02,2023-09,2023,Q3,Housing,Mortgage Payment,1041.9,Expense,Digital Wallet,
2024-10-18,2024-10,2024,Q4,Utilities,Phone Bill,67.37,Expense,Cash,
2023-06-14,2023-06,2023,Q2,Entertainment,Cinema,175.97,Expense,Digital Wallet,
2023-07-04,2023-07,2023,Q3,Travel,Flight Ticket,2961.28,Expense,Bank Transfer,
2023-01-01,2023-01,2023,Q1,Income,Monthly Salary,4686.400038779134,Income,Bank Transfer,
2024-05-08,2024-05,2024,Q2,Food,Restaurant,183.93,Expense,Debit Card,
2023-06-20,2023-06,2023,Q2,Housing,Maintenance,996.46,Expense,Credit Card,
2024-03-12,2024-03,2024,Q1,Shopping,Home Goods,284.5,Expense,Bank Transfer,
2024-02-13,2024-02,2024,Q1,Food,Supermarket,297.37,Expense,Debit Card,
2024-12-01,2024-12,2024,Q4,Shopping,Clothing Store,469.71,Expense,Bank Transfer,
2023-08-17,2023-08,2023,Q3,Shopping,Clothing Store,24.76,Expense,Credit Card,
2024-09-22,2024-09,2024,Q3,Entertainment,Gym Membership,93.33,Expense,Bank Transfer,
2023-01-31,2023-01,2023,Q1,Education,Workshop,644.5,Expense,Cash,
2023-11-10,2023-11,2023,Q4,Food,Food Delivery,28.62,Expense,Digital Wallet,
2024-10-03,2024-10,2024,Q4,Other,ATM Withdrawal,461.94,Expense,Credit Card,
2024-06-03,2024-06,2024,Q2,Other,Donation,274.32,Expense,Credit Card,
2024-04-30,2024-04,2024,Q2,Healthcare,Lab Tests,367.96,Expense,Digital Wallet,
2023-03-22,2023-03,2023,Q1,Transport,Car Insurance,134.95,Expense,Cash,
2023-08-05,2023-08,2023,Q3,Food,Restaurant,275.84,Expense,Credit Card,
2023-03-01,2023-03,2023,Q1,Food,Grocery Store,296.06,Expense,Bank Transfer,
2023-01-18,2023-01,2023,Q1,Transport,Car Insurance,318.81,Expense,Credit Card,
2023-09-18,2023-09,2023,Q3,Travel,Travel Insurance,515.04,Expense,Cash,
2024-02-26,2024-02,2024,Q1,Entertainment,Netflix,8.07,Expense,Credit Card,
2023-12-16,2023-12,2023,Q4,Housing,Home Insurance,2018.64,Expense,Cash,
2023-02-16,2023-02,2023,Q1,Other,Miscellaneous,483.77,Expense,Cash,
2024-12-11,2024-12,2024,Q4,Housing,Mortgage Payment,2129.15,Expense,Debit Card,
2023-03-27,2023-03,2023,Q1,Housing,Monthly Rent,1294.03,Expense,Cash,
2024-03-01,2024-03,2024,Q1,Transport,Car Insurance,347.42,Expense,Bank Transfer,
2024-05-15,2024-05,2024,Q2,Education,Books,132.15,Expense,Digital Wallet,
2024-01-22,2024-01,2024,Q1,Shopping,Home Goods,343.8,Expense,Digital Wallet,
2023-07-18,2023-07,2023,Q3,Food,Restaurant,193.49,Expense,Credit Card,
2023-04-30,2023-04,2023,Q2,Utilities,Water Bill,70.0,Expense,Debit Card,
2023-02-07,2023-02,2023,Q1,Transport,Car Insurance,420.43,Expense,Bank Transfer,
2024-02-06,2024-02,2024,Q1,Travel,Hotel,1643.99,Expense,Cash,
2023-03-03,2023-03,2023,Q1,Healthcare,Pharmacy,205.77,Expense,Cash,
2023-05-23,2023-05,2023,Q2,Shopping,Electronics,110.05,Expense,Cash,
2024-10-20,2024-10,2024,Q4,Shopping,Online Shopping,460.3,Expense,Cash,
2023-06-07,2023-06,2023,Q2,Other,Subscription,483.84,Expense,Bank Transfer,
2024-12-18,2024-12,2024,Q4,Other,Donation,212.56,Expense,Cash,
2024-06-29,2024-06,2024,Q2,Food,Food Delivery,196.59,Expense,Bank Transfer,
2023-08-30,2023-08,2023,Q3,Food,Supermarket,108.81,Expense,Cash,
2023-06-13,2023-06,2023,Q2,Healthcare,Doctor Visit,618.14,Expense,Debit Card,
2024-02-15,2024-02,2024,Q1,Transport,Parking,61.87,Expense,Credit Card,
2023-06-21,2023-06,2023,Q2,Food,Coffee Shop,191.36,Expense,Bank Transfer,
2023-08-29,2023-08,2023,Q3,Income,Monthly Salary,4600.809142064352,Income,Bank Transfer,
2024-11-21,2024-11,2024,Q4,Income,Monthly Salary,5014.914001622249,Income,Bank Transfer,
2023-06-12,2023-06,2023,Q2,Food,Food Delivery,229.55,Expense,Credit Card,
2023-07-23,2023-07,2023,Q3,Healthcare,Dental,217.58,Expense,Credit Card,
2023-03-20,2023-03,2023,Q1,Entertainment,Netflix,161.5,Expense,Debit Card,
2023-01-16,2023-01,2023,Q1,Healthcare,Pharmacy,698.19,Expense,Debit Card,
2023-09-10,2023-09,2023,Q3,Food,Supermarket,289.23,Expense,Debit Card,
2023-04-02,2023-04,2023,Q2,Healthcare,Dental,284.56,Expense,Digital Wallet,
2024-05-07,2024-05,2024,Q2,Entertainment,Cinema,95.97,Expense,Bank Transfer,
2024-11-03,2024-11,2024,Q4,Transport,Gas Station,43.1,Expense,Digital Wallet,
2024-03-30,2024-03,2024,Q1,Food,Grocery Store,213.16,Expense,Digital Wallet,
2024-11-02,2024-11,2024,Q4,Entertainment,Gym Membership,186.48,Expense,Cash,
2023-03-21,2023-03,2023,Q1,Shopping,Amazon,474.51,Expense,Credit Card,
2023-03-20,2023-03,2023,Q1,Housing,Home Insurance,2141.38,Expense,Debit Card,
2023-11-20,2023-11,2023,Q4,Food,Supermarket,240.21,Expense,Credit Card,
2023-03-22,2023-03,2023,Q1,Other,Bank Fee,261.85,Expense,Debit Card,
2023-09-12,2023-09,2023,Q3,Food,Restaurant,204.64,Expense,Cash,
2024-09-01,2024-09,2024,Q3,Other,Miscellaneous,44.66,Expense,Debit Card,
2024-08-02,2024-08,2024,Q3,Other,Miscellaneous,330.82,Expense,Digital Wallet,
2024-03-19,2024-03,2024,Q1,Housing,Maintenance,1972.43,Expense,Bank Transfer,
2023-08-27,2023-08,2023,Q3,Education,Tuition,576.5,Expense,Debit Card,
2024-04-02,2024-04,2024,Q2,Entertainment,Netflix,37.5,Expense,Cash,
2023-02-08,2023-02,2023,Q1,Food,Restaurant,94.18,Expense,Credit Card,
2024-10-08,2024-10,2024,Q4,Travel,Airbnb,204.11,Expense,Debit Card,
2023-10-14,2023-10,2023,Q4,Housing,Maintenance,1508.51,Expense,Digital Wallet,
2024-01-04,2024-01,2024,Q1,Food,Coffee Shop,165.4409169530767,Expense,Credit Card,
2023-11-23,2023-10,2023,Q4,Income,Freelance Payment,209.44,Income,Bank Transfer,
2024-02-18,2024-02,2024,Q1,Transport,Parking,164.11,Expense,Credit Card,
2023-04-23,2023-04,2023,Q2,Travel,Flight Ticket,444.42,Expense,Cash,
2023-12-25,2023-12,2023,Q4,Housing,Home Insurance,919.37,Expense,Credit Card,
2023-04-13,2023-04,2023,Q2,Housing,Property Tax,2430.71,Expense,Credit Card,
2023-03-17,2023-03,2023,Q1,Entertainment,Netflix,139.0,Expense,Cash,
2023-03-03,2023-03,2023,Q1,Other,Bank Fee,498.5,Expense,Debit Card,
2024-08-31,2024-08,2024,Q3,Housing,Property Tax,505.35,Expense,Cash,
2024-12-30,2024-12,2024,Q4,Food,Grocery Store,152.69,Expense,Credit Card,
2024-03-26,2024-03,2024,Q1,Transport,Uber/Grab,281.8,Expense,Digital Wallet,
2023-02-24,2023-02,2023,Q1,Food,Food Delivery,237.81,Expense,Credit Card,
2023-10-07,2023-10,2023,Q4,Transport,Car Insurance,190.08,Expense,Credit Card,
2024-03-09,2024-03,2024,Q1,Food,Coffee Shop,269.89,Expense,Credit Card,
2024-03-31,2024-03,2024,Q1,Other,ATM Withdrawal,272.59,Expense,Digital Wallet,
2024-05-15,2024-05,2024,Q2,Education,Tuition,342.94,Expense,Credit Card,
2024-03-07,2024-02,2024,Q1,Income,Freelance Payment,1261.9,Income,Bank Transfer,
2024-09-16,2024-09,2024,Q3,Other,Miscellaneous,156.16,Expense,Debit Card,
2024-02-23,2024-02,2024,Q1,Housing,Home Insurance,928.22,Expense,Digital Wallet,
2023-12-26,2023-12,2023,Q4,Food,Grocery Store,229.91,Expense,Debit Card,
2023-12-17,2023-12,2023,Q4,Housing,Mortgage Payment,1022.26,Expense,Bank Transfer,
2023-08-07,2023-08,2023,Q3,Shopping,Electronics,248.02,Expense,Cash,
2023-05-07,2023-05,2023,Q2,Housing,Maintenance,1835.17,Expense,Debit Card,
2023-02-08,2023-02,2023,Q1,Transport,Parking,277.62,Expense,Bank Transfer,
2023-08-03,2023-08,2023,Q3,Utilities,Phone Bill,122.99,Expense,Cash,
2023-07-09,2023-07,2023,Q3,Housing,Mortgage Payment,1571.73,Expense,Debit Card,
2023-03-23,2023-03,2023,Q1,Transport,Parking,41.4,Expense,Credit Card,
2024-05-16,2024-05,2024,Q2,Housing,Monthly Rent,9155.486225488781,Expense,Bank Transfer,
2024-10-06,2024-10,2024,Q4,Entertainment,Netflix,65.86,Expense,Digital Wallet,
2024-12-19,2024-12,2024,Q4,Shopping,Amazon,533.0,Expense,Cash,
2024-05-30,2024-05,2024,Q2,Entertainment,Netflix,39.07,Expense,Credit Card,
2023-10-16,2023-10,2023,Q4,Food,Restaurant,179.94,Expense,Credit Card,
2023-02-02,2023-02,2023,Q1,Other,Bank Fee,39.16,Expense,Bank Transfer,
2024-03-01,2024-03,2024,Q1,Housing,Property Tax,1760.82,Expense,Digital Wallet,
2024-12-27,2024-12,2024,Q4,Housing,Property Tax,911.35,Expense,Debit Card,
2024-11-26,2024-11,2024,Q4,Food,Supermarket,126.47,Expense,Debit Card,
2023-05-14,2023-05,2023,Q2,Travel,Hotel,289.59,Expense,Debit Card,
2023-01-18,2023-01,2023,Q1,Utilities,Gas Bill,287.7,Expense,Credit Card,
2023-11-25,2023-11,2023,Q4,Other,Miscellaneous,237.66,Expense,Debit Card,
2024-10-28,2024-10,2024,Q4,Housing,Maintenance,1903.56,Expense,Debit Card,
2024-06-19,2024-06,2024,Q2,Shopping,Electronics,257.34,Expense,Cash,
2024-04-14,2024-04,2024,Q2,Food,Coffee Shop,243.6,Expense,Debit Card,
2023-12-27,2023-12,2023,Q4,Income,Monthly Salary,5261.363970233767,Income,Bank Transfer,
2023-04-01,2023-04,2023,Q2,Other,Bank Fee,88.1,Expense,Bank Transfer,
2024-03-22,2024-03,2024,Q1,Shopping,Amazon,213.96,Expense,Digital Wallet,
2023-08-07,2023-08,2023,Q3,Shopping,Home Goods,134.36,Expense,Credit Card,
2023-11-29,2023-11,2023,Q4,Education,Online Course,983.08,Expense,Digital Wallet,
2024-01-07,2024-01,2024,Q1,Shopping,Electronics,259.81,Expense,Debit Card,
2024-10-29,2024-10,2024,Q4,Travel,Airbnb,857.33,Expense,Debit Card,
2023-12-24,2023-12,2023,Q4,Healthcare,Dental,108.94,Expense,Debit Card,
2023-07-18,2023-07,2023,Q3,Utilities,Internet,177.59,Expense,Bank Transfer,
2024-02-10,2024-02,2024,Q1,Food,Restaurant,216.28,Expense,Cash,
2023-10-30,2023-10,2023,Q4,Food,Food Delivery,299.32,Expense,Credit Card,
2023-02-25,2023-02,2023,Q1,Travel,Travel Insurance,313.24,Expense,Debit Card,
2023-07-20,2023-07,2023,Q3,Shopping,Amazon,297.84,Expense,Digital Wallet,
2024-12-04,2024-12,2024,Q4,Travel,Hotel,2028.52,Expense,Digital Wallet,
2024-04-10,2024-04,2024,Q2,Transport,Public Transit,2258.539662376861,Expense,Cash,
2023-10-25,2023-10,2023,Q4,Transport,Public Transit,210.18,Expense,Debit Card,
2024-12-06,2024-12,2024,Q4,Food,Grocery Store,53.24,Expense,Cash,
2023-02-16,2023-02,2023,Q1,Transport,Car Insurance,451.12,Expense,Cash,
2024-02-23,2024-02,2024,Q1,Food,Coffee Shop,114.99,Expense,Digital Wallet,
2024-07-17,2024-07,2024,Q3,Food,Supermarket,123.17,Expense,Credit Card,
2024-12-06,2024-12,2024,Q4,Entertainment,Cinema,163.82,Expense,Debit Card,
2024-01-05,2024-01,2024,Q1,Other,ATM Withdrawal,417.15,Expense,Cash,
2023-08-30,2023-08,2023,Q3,Transport,Gas Station,421.51,Expense,Digital Wallet,
2023-01-06,2023-01,2023,Q1,Shopping,Amazon,337.49,Expense,Digital Wallet,
2023-07-09,2023-07,2023,Q3,Transport,Gas Station,390.2,Expense,Digital Wallet,
2023-05-16,2023-05,2023,Q2,Food,Food Delivery,291.02,Expense,Cash,
2024-05-31,2024-05,2024,Q2,Utilities,Water Bill,151.64,Expense,Bank Transfer,
2023-12-05,2023-12,2023,Q4,Food,Food Delivery,73.69,Expense,Credit Card,
2024-12-13,2024-12,2024,Q4,Utilities,Internet,181.54,Expense,Credit Card,
2024-11-24,2024-11,2024,Q4,Shopping,Amazon,344.35,Expense,Cash,
2023-12-05,2023-12,2023,Q4,Shopping,Electronics,27.18,Expense,Bank Transfer,
2024-02-24,2024-02,2024,Q1,Food,Food Delivery,178.71,Expense,Credit Card,
2023-03-15,2023-03,2023,Q1,Other,Miscellaneous,336.68,Expense,Debit Card,
2024-03-12,2024-03,2024,Q1,Education,Online Course,633.17,Expense,Credit Card,
2024-08-05,2024-08,2024,Q3,Housing,Property Tax,2322.45,Expense,Debit Card,
2023-05-01,2023-05,2023,Q2,Transport,Car Insurance,296.93,Expense,Credit Card,
2023-06-11,2023-06,2023,Q2,Shopping,Home Goods,3851.4943383438967,Expense,Bank Transfer,
2024-11-26,2024-11,2024,Q4,Shopping,Online Shopping,571.91,Expense,Debit Card,
2024-05-14,2024-05,2024,Q2,Healthcare,Pharmacy,585.2,Expense,Credit Card,
2023-09-10,2023-09,2023,Q3,Healthcare,Health Insurance,80.0,Expense,Digital Wallet,
2024-05-04,2024-05,2024,Q2,Entertainment,Spotify,159.57,Expense,Cash,
2024-01-13,2024-01,2024,Q1,Transport,Gas Station,374.3,Expense,Digital Wallet,
2024-10-10,2024-10,2024,Q4,Other,Subscription,165.7,Expense,Cash,
2024-01-07,2024-01,2024,Q1,Travel,Hotel,1490.6,Expense,Bank Transfer,
2024-06-24,2024-06,2024,Q2,Utilities,Electricity Bill,93.77,Expense,Cash,
2023-09-13,2023-09,2023,Q3,Food,Restaurant,265.24,Expense,Bank Transfer,
2023-01-13,2023-01,2023,Q1,Entertainment,Spotify,94.71,Expense,Bank Transfer,
2023-06-18,2023-06,2023,Q2,Shopping,Home Goods,230.6,Expense,Debit Card,
2024-09-19,2024-09,2024,Q3,Shopping,Amazon,570.52,Expense,Bank Transfer,
2023-06-13,2023-06,2023,Q2,Travel,Airbnb,1312.59,Expense,Digital Wallet,
2023-07-27,2023-07,2023,Q3,Education,Books,772.43,Expense,Digital Wallet,
2023-08-16,2023-08,2023,Q3,Utilities,Water Bill,484.4671088127132,Expense,Debit Card,
2023-04-14,2023-04,2023,Q2,Healthcare,Health Insurance,315.4,Expense,Digital Wallet,
2024-03-18,2024-03,2024,Q1,Housing,Maintenance,1562.59,Expense,Cash,
2024-11-06,2024-11,2024,Q4,Housing,Home Insurance,1820.75,Expense,Credit Card,
2024-05-02,2024-05,2024,Q2,Entertainment,Cinema,48.36,Expense,Digital Wallet,
2024-12-14,2024-12,2024,Q4,Transport,Car Insurance,444.21,Expense,Bank Transfer,
2023-02-19,2023-02,2023,Q1,Education,,798.89,Expense,Credit Card,
2024-05-01,2024-05,2024,Q2,Travel,Airbnb,1061.33,Expense,Cash,
2024-06-01,2024-06,2024,Q2,Food,Restaurant,243.7,Expense,Credit Card,
2024-06-13,2024-06,2024,Q2,Transport,Public Transit,330.13,Expense,Bank Transfer,
2023-12-07,2023-12,2023,Q4,Travel,Tour Package,305.03,Expense,Credit Card,
2024-10-24,2024-10,2024,Q4,Other,ATM Withdrawal,273.8,Expense,Cash,
2024-04-26,2024-04,2024,Q2,Travel,Tour Package,706.79,Expense,Credit Card,
2023-03-12,2023-03,2023,Q1,Food,Coffee Shop,64.11,Expense,Debit Card,
2024-06-14,2024-06,2024,Q2,Shopping,Amazon,181.73,Expense,Debit Card,
2024-09-30,2024-09,2024,Q3,Shopping,Electronics,196.73,Expense,Debit Card,
2024-10-13,2024-10,2024,Q4,Food,Supermarket,124.99,Expense,Debit Card,
2024-01-26,2024-01,2024,Q1,Travel,Hotel,4680.084248059226,Expense,Credit Card,
2023-10-11,2023-10,2023,Q4,Travel,Hotel,1109.48,Expense,Digital Wallet,
2023-12-11,2023-12,2023,Q4,Food,Grocery Store,50.87,Expense,Credit Card,
2024-12-10,2024-12,2024,Q4,Food,Restaurant,1368.0819743153545,Expense,Credit Card,
2023-08-25,2023-08,2023,Q3,Shopping,Online Shopping,371.29,Expense,Cash,
2023-09-30,2023-09,2023,Q3,Food,Coffee Shop,64.93,Expense,Bank Transfer,
2024-06-20,2024-06,2024,Q2,Housing,Maintenance,1919.14,Expense,Credit Card,
2024-02-04,2024-02,2024,Q1,Travel,Hotel,344.41,Expense,Digital Wallet,
2023-09-09,2023-09,2023,Q3,Transport,Parking,415.23,Expense,Digital Wallet,
2023-11-07,2023-11,2023,Q4,Food,Coffee Shop,25.14,Expense,Digital Wallet,
2024-06-28,2024-06,2024,Q2,Other,Subscription,53.07,Expense,Debit Card,
2024-10-22,2024-10,2024,Q4,Travel,Airbnb,773.75,Expense,Bank Transfer,
2024-01-26,2024-01,2024,Q1,Income,Monthly Salary,4973.231783188221,Income,Bank Transfer,
2023-02-26,2023-02,2023,Q1,Travel,Airbnb,436.36,Expense,Debit Card,
2023-12-29,2023-12,2023,Q4,Shopping,Online Shopping,205.71,Expense,Debit Card,
2024-06-05,2024-06,2024,Q2,Food,Coffee Shop,119.49,Expense,Bank Transfer,
2024-02-15,2024-02,2024,Q1,Other,Subscription,241.48,Expense,Credit Card,
2023-02-27,2023-02,2023,Q1,Utilities,Gas Bill,235.06,Expense,Debit Card,
2023-11-23,2023-11,2023,Q4,Food,Coffee Shop,183.96,Expense,Bank Transfer,
2024-12-03,2024-12,2024,Q4,Entertainment,Gym Membership,95.75,Expense,Cash,
2023-11-09,2023-11,2023,Q4,Housing,Monthly Rent,777.9,Expense,Bank Transfer,
2023-06-23,2023-06,2023,Q2,Transport,Gas Station,114.71,Expense,Cash,
2023-05-10,2023-05,2023,Q2,Food,Food Delivery,17.14,Expense,Cash,
2023-11-22,2023-11,2023,Q4,Food,Food Delivery,192.43,Expense,Credit Card,
2024-03-26,2024-03,2024,Q1,Utilities,Phone Bill,147.98,Expense,Cash,
2024-02-10,2024-02,2024,Q1,Shopping,Online Shopping,119.97,Expense,Digital Wallet,
2024-02-29,2024-02,2024,Q1,Shopping,Electronics,492.0,Expense,Credit Card,
2023-01-24,2023-01,2023,Q1,Shopping,Electronics,247.06,Expense,Bank Transfer,
2024-09-27,2024-09,2024,Q3,Travel,Hotel,2421.31,Expense,Credit Card,
2024-04-21,2024-04,2024,Q2,Housing,Property Tax,1120.78,Expense,Debit Card,
2024-03-03,2024-03,2024,Q1,Food,,118.46,Expense,Cash,
2024-01-15,2024-01,2024,Q1,Utilities,Phone Bill,266.03,Expense,Credit Card,
2024-10-18,2024-10,2024,Q4,Utilities,Phone Bill,67.37,Expense,Cash,
2023-01-03,2023-01,2023,Q1,Food,Supermarket,274.64,Expense,Bank Transfer,
2024-04-29,2024-04,2024,Q2,Food,Food Delivery,233.79,Expense,Bank Transfer,
2024-10-01,2024-10,2024,Q4,Shopping,Online Shopping,397.23,Expense,Cash,
2023-05-07,2023-05,2023,Q2,Travel,Airbnb,2466.56,Expense,Bank Transfer,
2024-08-03,2024-08,2024,Q3,Transport,Public Transit,42.43,Expense,Debit Card,
2024-12-05,2024-12,2024,Q4,Food,Grocery Store,196.18,Expense,Cash,
2023-08-02,2023-08,2023,Q3,Utilities,Phone Bill,55.37,Expense,Bank Transfer,
2024-04-29,2024-04,2024,Q2,Entertainment,Gym Membership,114.92,Expense,Debit Card,
2024-06-03,2024-06,2024,Q2,Utilities,Internet,260.69,Expense,Credit Card,
2024-02-16,2024-02,2024,Q1,Food,Coffee Shop,110.19,Expense,Credit Card,
2024-10-23,2024-10,2024,Q4,Food,Food Delivery,44.95,Expense,Cash,
2023-05-25,2023-05,2023,Q2,Utilities,Phone Bill,92.91,Expense,Credit Card,
2024-07-29,2024-07,2024,Q3,Other,ATM Withdrawal,320.58,Expense,Bank Transfer,
2023-05-30,2023-05,2023,Q2,Food,Grocery Store,18.49,Expense,Cash,
2023-03-11,2023-03,2023,Q1,Entertainment,Gym Membership,115.14,Expense,Digital Wallet,
2024-07-01,2024-07,2024,Q3,Shopping,Electronics,575.71,Expense,Credit Card,
2023-10-10,2023-10,2023,Q4,Travel,Hotel,1970.0,Expense,Credit Card,
2023-01-25,2023-01,2023,Q1,Food,Supermarket,88.57,Expense,Credit Card,
2024-07-28,2024-07,2024,Q3,Food,Grocery Store,95.89,Expense,Debit Card,
2023-12-22,2023-12,2023,Q4,Healthcare,Health Insurance,518.83,Expense,Digital Wallet,
2024-02-16,2024-02,2024,Q1,Housing,Maintenance,1601.92,Expense,Debit Card,
2024-06-19,2024-06,2024,Q2,Food,Grocery Store,210.54,Expense,Bank Transfer,
2024-07-10,2024-07,2024,Q3,Shopping,Electronics,76.79,Expense,Digital Wallet,
2023-08-14,2023-08,2023,Q3,Food,Coffee Shop,171.79,Expense,Credit Card,
2024-04-12,2024-04,2024,Q2,Housing,Home Insurance,682.21,Expense,Cash,
2023-11-20,2023-11,2023,Q4,Shopping,Electronics,108.61,Expense,Cash,
2023-07-11,2023-07,2023,Q3,Food,Supermarket,10.49,Expense,Bank Transfer,
2023-09-08,2023-09,2023,Q3,Housing,Home Insurance,1198.02,Expense,Cash,
2023-06-02,2023-06,2023,Q2,Transport,Parking,118.98,Expense,Credit Card,
2023-01-10,2023-01,2023,Q1,Utilities,Water Bill,229.41,Expense,Bank Transfer,
2023-12-04,2023-12,2023,Q4,Healthcare,Lab Tests,115.18,Expense,Bank Transfer,
2023-01-17,2023-01,2023,Q1,Housing,Mortgage Payment,1820.4,Expense,Debit Card,
2024-03-14,2024-03,2024,Q1,Food,Restaurant,172.22,Expense,Credit Card,
2024-02-12,2024-02,2024,Q1,Housing,Maintenance,931.49,Expense,Cash,
2024-10-25,2024-10,2024,Q4,Healthcare,Pharmacy,779.15,Expense,Bank Transfer,
2023-07-15,2023-07,2023,Q3,Transport,Gas Station,316.77,Expense,Cash,
2024-03-22,2024-03,2024,Q1,Utilities,Gas Bill,46.33,Expense,Cash,
2023-09-20,2023-09,2023,Q3,Entertainment,Netflix,143.15,Expense,Credit Card,
2024-01-07,2024-01,2024,Q1,Shopping,Amazon,170.04,Expense,Digital Wallet,
2024-05-29,2024-05,2024,Q2,Shopping,Home Goods,564.1,Expense,Cash,
2024-07-26,2024-07,2024,Q3,Housing,Property Tax,1917.67,Expense,Cash,
2023-04-27,2023-04,2023,Q2,Transport,Parking,410.08,Expense,Debit Card,
2024-06-22,2024-06,2024,Q2,Food,Restaurant,45.48,Expense,Digital Wallet,
2024-01-21,2024-01,2024,Q1,Food,Restaurant,127.82,Expense,Digital Wallet,
2023-08-26,2023-08,2023,Q3,Utilities,Electricity Bill,123.38,Expense,Cash,
2023-03-13,2023-03,2023,Q1,Education,Workshop,217.37,Expense,Credit Card,
2024-04-08,2024-04,2024,Q2,Housing,Home Insurance,720.71,Expense,Digital Wallet,
2024-02-25,2024-02,2024,Q1,Transport,Car Insurance,883.3991374822932,Expense,Debit Card,
2023-11-03,2023-11,2023,Q4,Housing,Property Tax,2390.47,Expense,Cash,
2023-12-04,2023-12,2023,Q4,Housing,Monthly Rent,1761.77,Expense,Digital Wallet,
2023-10-07,2023-10,2023,Q4,Entertainment,Spotify,99.7,Expense,Digital Wallet,
2024-12-03,2024-12,2024,Q4,Transport,Public Transit,256.39,Expense,Digital Wallet,
2023-01-09,2023-01,2023,Q1,Travel,Hotel,1977.38,Expense,Cash,
2023-03-01,2023-03,2023,Q1,Entertainment,Games,128.82,Expense,Bank Transfer,
2024-12-24,2024-12,2024,Q4,Other,Bank Fee,244.41,Expense,Bank Transfer,
2024-03-25,2024-03,2024,Q1,Utilities,Gas Bill,47.86,Expense,Bank Transfer,
2024-04-16,2024-04,2024,Q2,Healthcare,Health Insurance,730.04,Expense,Digital Wallet,
2024-12-22,2024-12,2024,Q4,Other,ATM Withdrawal,491.22,Expense,Bank Transfer,
2023-04-01,2023-04,2023,Q2,Income,Monthly Salary,5309.178626233076,Income,Bank Transfer,
2024-06-27,2024-06,2024,Q2,Housing,Mortgage Payment,1668.36,Expense,Credit Card,
2024-04-22,2024-04,2024,Q2,Transport,,383.09,Expense,Digital Wallet,
2024-12-18,2024-12,2024,Q4,Housing,Monthly Rent,1861.45,Expense,Debit Card,
2024-09-06,2024-09,2024,Q3,Housing,Property Tax,2030.95,Expense,Cash,
2023-10-26,2023-10,2023,Q4,Travel,Tour Package,1219.09,Expense,Credit Card,
2023-03-27,2023-03,2023,Q1,Food,Food Delivery,58.75,Expense,Cash,
2023-05-23,2023-05,2023,Q2,Healthcare,Pharmacy,114.66,Expense,Bank Transfer,
2023-08-29,2023-08,2023,Q3,Healthcare,Dental,513.69,Expense,Debit Card,
2024-09-28,2024-09,2024,Q3,Utilities,Gas Bill,258.19,Expense,Digital Wallet,
2024-12-02,2024-12,2024,Q4,Transport,,258.74,Expense,Digital Wallet,
2024-08-30,2024-08,2024,Q3,Housing,Mortgage Payment,886.19,Expense,Bank Transfer,
2023-09-11,2023-09,2023,Q3,Utilities,Water Bill,205.97,Expense,Credit Card,
2024-06-01,2024-06,2024,Q2,Food,Grocery Store,233.38,Expense,Credit Card,
2023-08-17,2023-08,2023,Q3,Food,Grocery Store,163.49,Expense,Credit Card,
2023-03-14,2023-03,2023,Q1,Food,Restaurant,13.57,Expense,Bank Transfer,
